word,vector
5296,"[-0.07755910605192184,0.07666557282209396,-0.05660810321569443,-0.12715956568717957,-0.04711958020925522]"
6664,"[-0.09095398336648941,0.004218276124447584,-0.04085879027843475,0.05912279337644577,0.08846291899681091]"
3984,"[-0.2598889470100403,-0.04664599522948265,-0.13968193531036377,-0.0014192824019119143,-0.042005881667137146]"
32234,"[0.016666416078805923,-0.012331310659646988,-0.04890521988272667,-0.00736678671091795,0.032224543392658234]"
83134,"[-0.22189900279045105,0.14751572906970978,-0.18316514790058136,0.12601128220558167,-0.13309408724308014]"
436,"[-0.07592852413654327,0.04504185542464256,0.016490893438458443,0.07857876271009445,0.020810090005397797]"
8044,"[-0.12653888761997223,0.07965918630361557,-0.047841571271419525,-0.02632095292210579,0.00885769072920084]"
6337,"[0.0022776005789637566,-0.03787988796830177,-0.12576211988925934,0.06563809514045715,0.04301953688263893]"
58162,"[0.030226198956370354,-0.004057725891470909,0.010571152903139591,0.04386676847934723,0.02333594113588333]"
5416,"[-0.06335009634494781,-0.024929242208600044,-0.028319859877228737,0.04872051998972893,0.0028517204336822033]"
2612,"[0.02486090175807476,-0.06788814067840576,0.006153331138193607,-0.06238706409931183,-0.005351297557353973]"
4300,"[-0.07287348061800003,-0.0618860125541687,-0.11901538819074631,-0.008877439424395561,0.029817717149853706]"
2846,"[-0.07902069389820099,-0.06648708879947662,0.11934365332126617,0.14986999332904816,-0.02976158820092678]"
2894,"[-0.13659781217575073,0.04280272126197815,0.010159455239772797,0.021810896694660187,-0.07898174971342087]"
5039,"[-0.09465693682432175,0.08569750934839249,-0.30494195222854614,-0.032052136957645416,-0.08688030391931534]"
118896,"[-0.042796455323696136,-0.0413186177611351,-0.08730311691761017,-0.017392557114362717,-0.03828798234462738]"
91386,"[-0.019659772515296936,-0.08497735112905502,0.00797254592180252,-0.07311410456895828,0.01188233494758606]"
104925,"[-0.21043850481510162,0.07223348319530487,-0.09051322937011719,-0.010530766099691391,-0.05592285096645355]"
104129,"[-0.07968853414058685,-0.04588421806693077,-0.06919095665216446,-0.03056824579834938,0.0767027884721756]"
2020,"[-0.03534680977463722,-0.03764353320002556,-0.1303943544626236,-0.05360887199640274,-0.12860624492168427]"
145994,"[-0.27294921875,0.030195780098438263,-0.252439022064209,-0.08617130666971207,-0.07791143655776978]"
1614,"[0.004458567127585411,0.048319797962903976,0.173540860414505,0.03305661305785179,-0.07752642780542374]"
2575,"[-0.06773511320352554,0.010587450116872787,0.022364702075719833,0.005049822852015495,-0.05294298008084297]"
1227,"[-0.25923091173171997,-0.5341140627861023,0.5622164607048035,-0.2109604924917221,0.21505069732666016]"
44929,"[-0.016448192298412323,-0.052879221737384796,-0.0827028900384903,0.06504487991333008,-0.0060861483216285706]"
3019,"[-0.004553122445940971,0.06762656569480896,-0.040770433843135834,0.13755495846271515,0.0772031918168068]"
836,"[-0.01721939817070961,0.09441052377223969,0.028662145137786865,-0.08531223237514496,-0.04063429683446884]"
91860,"[-0.13061468303203583,0.007544737309217453,-0.10186006873846054,0.012320936657488346,-0.04726257920265198]"
7333,"[-0.22646190226078033,0.09311378747224808,-0.0826365202665329,0.0712282583117485,-0.043657489120960236]"
5459,"[0.10830999910831451,0.3720948398113251,-0.039259303361177444,0.02090783603489399,-0.07203171402215958]"
165551,"[-0.0017929524183273315,-0.03563225269317627,-0.1392221748828888,0.07471506297588348,-0.0385897196829319]"
6835,"[-0.04508987069129944,-0.03856166452169418,0.00860128179192543,0.06544539332389832,0.02237238734960556]"
104944,"[-0.09535043686628342,0.045351218432188034,-0.06907884776592255,0.07689931243658066,-0.031081052497029305]"
4475,"[-0.03706568479537964,-0.023024827241897583,-0.06078143045306206,0.010478714480996132,-0.08999258279800415]"
96430,"[0.021139666438102722,0.06591895967721939,0.0696416050195694,0.00507105328142643,0.07858242094516754]"
140627,"[0.04326727241277695,0.06118772178888321,-0.04990137740969658,0.03863546997308731,-0.04982501268386841]"
2420,"[-0.3575231432914734,-0.21735064685344696,-0.08368346095085144,0.10004764050245285,-0.13638967275619507]"
86892,"[-0.0442858450114727,-0.025732137262821198,-0.12273061275482178,-0.027139000594615936,-0.011875809170305729]"
6385,"[-0.11938507109880447,0.15864033997058868,-0.16766345500946045,-0.0464463047683239,-0.17343108355998993]"
55052,"[-0.24856945872306824,0.17185507714748383,-0.24536074697971344,0.04092096909880638,0.0335262194275856]"
172585,"[-0.19876247644424438,0.05215463787317276,-0.31611940264701843,-0.06397858262062073,-0.22730016708374023]"
4159,"[-0.09892351925373077,-0.05318063497543335,-0.1014028936624527,-0.0678970143198967,0.0355880931019783]"
59026,"[-0.005616889800876379,0.03670444339513779,-0.019519194960594177,0.09587511420249939,0.041964881122112274]"
162350,"[-0.0821448341012001,0.0631716325879097,-0.04301503300666809,-0.07717134803533554,-0.014622022397816181]"
102993,"[-0.08874063193798065,-0.03622330352663994,0.09641285240650177,-0.04912077635526657,0.03241649642586708]"
5385,"[-0.11502200365066528,0.05615070462226868,-0.0017927475273609161,-0.06686098128557205,0.028128918260335922]"
8117,"[-0.01907644420862198,-0.07778841257095337,0.010810254141688347,0.03698153421282768,-0.053608790040016174]"
2425,"[-0.0011682091280817986,-0.074289470911026,-0.09546193480491638,0.08872880786657333,-0.14314669370651245]"
2357,"[-0.09042913466691971,-0.05494073033332825,-0.07595789432525635,-0.08845002204179764,-0.06836914271116257]"
27708,"[-0.1368834227323532,0.09749847650527954,-0.12734606862068176,-0.005111724138259888,0.05091971904039383]"
55820,"[-0.4113253355026245,0.03833354264497757,-0.19590382277965546,0.12088581174612045,-0.02324572019279003]"
3824,"[0.06829320639371872,0.06893036514520645,0.07820246368646622,0.042481109499931335,-0.042082712054252625]"
48142,"[-0.06277275830507278,0.07701897621154785,-0.06235996633768082,-0.08489614725112915,0.030918888747692108]"
81537,"[-0.175388902425766,0.033376649022102356,-0.053749505430459976,0.060785356909036636,0.05321916565299034]"
5693,"[-0.09619870036840439,0.08177659660577774,-0.007298109121620655,-0.04727289453148842,0.031018182635307312]"
2329,"[-0.30272120237350464,-0.4299398958683014,0.2322470247745514,0.34445151686668396,-0.08978472650051117]"
2263,"[0.05164013430476189,-0.05573580414056778,0.035398636013269424,-0.07063820213079453,-0.07172873616218567]"
6064,"[-0.0033880984410643578,0.04078651964664459,-0.017805323004722595,-0.09909408539533615,0.060984134674072266]"
39444,"[-0.1227891743183136,0.09655806422233582,-0.0250942874699831,-0.020639749243855476,-0.10269282758235931]"
106916,"[-0.15442043542861938,-0.008662207052111626,-0.22761084139347076,0.052457816898822784,-0.10100849717855453]"
8033,"[-0.0782054215669632,0.07630574703216553,-0.12639963626861572,0.004333634860813618,-0.08199212700128555]"
160718,"[-0.16852842271327972,0.04342398792505264,-0.11451942473649979,-0.09422282129526138,0.026590682566165924]"
2968,"[-0.10252790153026581,0.085982546210289,-0.014370775781571865,0.422065407037735,-0.17821812629699707]"
55241,"[-0.07753409445285797,0.09262974560260773,-0.07455869019031525,-0.03453117981553078,0.06880274415016174]"
70565,"[-0.1518872082233429,-0.027489516884088516,-0.2737487852573395,-0.06861770153045654,-0.018715644255280495]"
140174,"[-0.1424088031053543,0.0636223778128624,-0.16948676109313965,0.01598116010427475,-0.10060274600982666]"
4438,"[-0.07305850833654404,-0.006038486957550049,-0.0669516772031784,0.0012950529344379902,0.07659316062927246]"
12,"[0.2669537663459778,-0.058352865278720856,-0.12139154970645905,-0.05461977794766426,-0.0638088658452034]"
39183,"[-0.35187119245529175,0.0971188098192215,-0.03889648988842964,0.05518246442079544,-0.025405513122677803]"
3835,"[-0.07782997936010361,-0.03170859068632126,-0.010033873841166496,-0.05744103714823723,-0.06147245690226555]"
64839,"[-0.338832825422287,0.03757121413946152,-0.29778143763542175,0.10002157837152481,-0.03414086624979973]"
1464,"[-0.10350683331489563,-0.21903890371322632,0.16044822335243225,-0.18294766545295715,-0.007957112044095993]"
3094,"[0.0786098763346672,-0.08957862108945847,0.05247505009174347,0.11781667917966843,0.03487345948815346]"
59387,"[-0.15210148692131042,0.1373009979724884,-0.16621071100234985,-0.0669836774468422,-0.04258172586560249]"
86066,"[-0.0639861673116684,-0.024912390857934952,-0.11738580465316772,-0.06420424580574036,-0.026002369821071625]"
1101,"[-0.11653502285480499,-0.24511916935443878,0.8483037948608398,-0.02090844139456749,0.7118872404098511]"
2169,"[-0.024026725441217422,0.0003653927124105394,0.08434154093265533,0.07219768315553665,-0.022068852558732033]"
4148,"[0.07069224864244461,-0.044678136706352234,-0.06931526958942413,-0.11791060864925385,-0.1970357894897461]"
4643,"[-0.2669204771518707,0.039370711892843246,-0.31684228777885437,-0.11062286049127579,-0.10250382870435715]"
223,"[0.8799707293510437,-0.9946215748786926,-0.5680153965950012,0.10650508850812912,0.2066469043493271]"
3450,"[-0.09278973191976547,0.15297991037368774,-0.10972514003515244,0.12236474454402924,-0.05355522036552429]"
2875,"[0.02839563973248005,0.04056999832391739,0.0703837126493454,0.1033177301287651,0.014683441258966923]"
6611,"[-0.019913697615265846,-0.03312676027417183,-0.08170048892498016,0.10149986296892166,0.06183605268597603]"
3396,"[-0.07620801031589508,0.18696674704551697,-0.08947501331567764,0.08146744966506958,-0.1516379415988922]"
7482,"[-0.26616477966308594,-0.018130460754036903,-0.1462988257408142,0.07257449626922607,-0.014338288456201553]"
3771,"[-0.11649558693170547,-0.04812981188297272,-0.06136736273765564,-0.03632456064224243,-0.11661296337842941]"
5932,"[-0.107137531042099,0.0026046440470963717,-0.016822459176182747,-0.08882813155651093,0.054303128272295]"
164200,"[-0.040450841188430786,0.005190013907849789,-0.24624739587306976,-0.12994186580181122,-0.12012717127799988]"
541,"[0.6631063222885132,-0.6972545385360718,-0.37889033555984497,-0.7419995665550232,0.9593387246131897]"
66,"[-0.022242601960897446,-0.04582946002483368,0.0050519853830337524,0.09891059249639511,-0.05048753321170807]"
91542,"[-0.5199541449546814,0.017895052209496498,-0.12776587903499603,0.04307813197374344,-0.10096105933189392]"
52867,"[-0.06266054511070251,-0.034215498715639114,-0.010028181597590446,-0.10771229863166809,-0.010783422738313675]"
7493,"[-0.09735783189535141,0.11019936203956604,-0.12495743483304977,-0.03702086582779884,-0.006043015979230404]"
4954,"[0.046094365417957306,0.1212952584028244,0.028020888566970825,-0.015284226275980473,-0.07644849270582199]"
1278,"[-0.6965292096138,-0.5670777559280396,0.7976138591766357,-0.5562970638275146,-0.21476911008358002]"
1587,"[0.010629141703248024,0.019942397251725197,0.14957565069198608,-0.03228241577744484,-0.10450683534145355]"
4976,"[-0.04403354227542877,0.008243769407272339,-0.14546889066696167,0.034917064011096954,-0.07351557165384293]"
2287,"[0.009229157119989395,-0.08306054025888443,-0.07685040682554245,0.09712708741426468,-0.04997739940881729]"
3211,"[0.020037783309817314,0.019284863024950027,0.026838429272174835,-0.03968631103634834,0.048490971326828]"
4846,"[-0.12031662464141846,-0.01616460271179676,-0.05745447054505348,-0.08478498458862305,-0.07418177276849747]"
7293,"[-0.31816503405570984,0.18689213693141937,-0.1446705013513565,0.07687913626432419,-0.2709577977657318]"
61289,"[-0.02666495554149151,-0.007373226806521416,-0.06924279034137726,0.012123333290219307,0.07620321214199066]"
1193,"[-0.2176094800233841,-0.46630892157554626,1.0929169654846191,0.10096114128828049,1.1136802434921265]"
51562,"[-0.03796762228012085,-0.03133809193968773,0.04760781303048134,-0.10775808244943619,-0.06419304013252258]"
2411,"[-0.20457793772220612,-0.15216071903705597,-0.07053679972887039,0.038028281182050705,-0.012871122919023037]"
5095,"[-0.19303643703460693,0.10189470648765564,-0.2041907161474228,0.05309801548719406,-0.1547819823026657]"
4878,"[0.0523371621966362,0.16235138475894928,-0.03248419240117073,-0.4422263205051422,-0.7480316758155823]"
2097,"[-0.03330580145120621,0.08603604137897491,-0.05926912650465965,0.01312132366001606,0.012730115093290806]"
1569,"[-0.1006900891661644,-0.06587393581867218,-0.060080401599407196,-0.11191027611494064,-0.11036279797554016]"
30707,"[-0.4480188488960266,0.07310038059949875,-0.2861153781414032,-0.04182776063680649,0.04270022734999657]"
3567,"[0.021048277616500854,-0.06224644184112549,0.05664755776524544,0.008940705098211765,0.061464112251996994]"
4126,"[-0.23226460814476013,0.023241598159074783,-0.1842958927154541,0.058792583644390106,-0.0867682695388794]"
26974,"[-0.04178151115775108,-0.046445611864328384,0.007731592282652855,-0.017518341541290283,-0.01065993495285511]"
4535,"[-0.11594768613576889,0.10529347509145737,-0.03271739184856415,-0.04515310749411583,-0.01476126816123724]"
102716,"[-0.11627771705389023,0.026321018114686012,-0.05575460568070412,0.06498496979475021,-0.016475150361657143]"
86721,"[-0.03676258772611618,-0.08243312686681747,0.05511213839054108,-0.031629275530576706,-0.11417350172996521]"
216,"[0.33768895268440247,-0.4027980864048004,-0.1920650452375412,0.07339990884065628,0.05628559738397598]"
80463,"[-0.5827954411506653,0.16800232231616974,-0.08709485083818436,0.2421119660139084,-0.09968873113393784]"
6123,"[0.017716601490974426,-0.008124474436044693,-0.12963484227657318,-0.0771288350224495,0.08779444545507431]"
2034,"[0.024235384538769722,0.09326518326997757,-0.04612499475479126,-0.05119863152503967,-0.11332915723323822]"
4903,"[-0.03956177085638046,0.1350378841161728,-0.03192606195807457,-0.05269031971693039,0.04933488368988037]"
4007,"[-0.052293095737695694,0.19733764231204987,-0.07372334599494934,-0.1491410732269287,-0.30398067831993103]"
89,"[0.27944403886795044,-0.08169720321893692,-0.03566810488700867,0.04522594064474106,0.03546540439128876]"
37720,"[-0.07078190892934799,0.11699669808149338,-0.0018447400070726871,0.10900013148784637,0.035251252353191376]"
8128,"[-0.26753896474838257,0.015563994646072388,-0.19169193506240845,-0.07520852982997894,-0.12980417907238007]"
74370,"[-0.0823502242565155,-0.07820989191532135,-0.11700764298439026,-0.019870145246386528,0.04590693861246109]"
4307,"[-0.036822643131017685,-0.0636972039937973,-0.0797533392906189,-0.04636966809630394,-0.11885710805654526]"
44597,"[-0.0029354505240917206,0.04425983503460884,-0.08016105741262436,0.013914701528847218,-0.03946049511432648]"
3266,"[0.026833949610590935,-0.024139270186424255,-0.05726971849799156,0.11963977664709091,-0.1225050836801529]"
3941,"[0.07316160202026367,0.10190562158823013,-0.021933622658252716,-0.08046441525220871,0.021784024313092232]"
172875,"[0.006799663417041302,0.03722504898905754,-0.11960180103778839,-0.07702571898698807,-0.06777576357126236]"
44828,"[-0.11894575506448746,-0.008740267716348171,-0.15317364037036896,-0.03265151008963585,-0.012736243195831776]"
7121,"[-0.27373525500297546,0.026180598884820938,-0.1660810261964798,0.06942200660705566,-0.10253509134054184]"
6410,"[0.08967817574739456,0.03315914049744606,-0.057257793843746185,0.08329252153635025,0.04810747876763344]"
6238,"[-0.1941617876291275,-0.0554707795381546,0.0020596571266651154,-0.0940016359090805,-0.10991600155830383]"
5792,"[-0.04058617725968361,0.1011495441198349,0.04664286971092224,-0.023624444380402565,-0.14628289639949799]"
3641,"[-0.0009688888676464558,-0.07813712954521179,-0.06703517585992813,-0.024115564301609993,0.10006115585565567]"
34338,"[-0.0005177827551960945,0.0666036605834961,-0.0036189965903759003,-0.048312850296497345,-0.08371943980455399]"
54503,"[-0.4001936614513397,0.28583967685699463,-0.19456255435943604,0.059309836477041245,-0.142876535654068]"
4061,"[-0.05265824496746063,0.11086641252040863,0.004660595208406448,0.0792141854763031,-0.03220999240875244]"
4896,"[0.09013962000608444,0.37703290581703186,0.11336283385753632,-0.32691147923469543,-0.5208083391189575]"
128620,"[-0.04803391546010971,0.1358664184808731,-0.019217438995838165,-0.022436598315835,-0.0350281298160553]"
93287,"[-0.07385861873626709,-0.026427075266838074,-0.13270717859268188,-0.0552775003015995,-0.10729072988033295]"
104906,"[-0.1087021455168724,-0.07875149697065353,-0.06810076534748077,-0.011077795177698135,0.022247815504670143]"
